
 90 atoms
 89 bonds
 118 angles
 85 impropers
 3 atom types
 3 bond types
 6 angle types
 3 improper types
 0.000000 180.000000 xlo xhi
 0.000000 180.000000 ylo yhi
 0.000000 180.000000 zlo zhi

 Atoms # full

1 1 1 0.00 14.480 89.880 89.640 #  CL1
2 1 2 0.00 14.820 91.240 91.700 #  CL2
3 1 3 0.00 14.570 88.590 88.020 #  CL3
4 2 1 0.00 19.680 90.090 90.360 #  CL1
5 2 2 0.00 20.000 88.730 88.330 #  CL2
6 2 3 0.00 19.850 91.310 91.980 #  CL3
7 3 1 0.00 24.870 89.880 89.640 #  CL1
8 3 2 0.00 25.210 91.240 91.700 #  CL2
9 3 3 0.00 24.960 88.590 88.020 #  CL3
10 4 1 0.00 30.070 90.090 90.360 #  CL1
11 4 2 0.00 30.390 88.730 88.330 #  CL2
12 4 3 0.00 30.230 91.310 91.980 #  CL3
13 5 1 0.00 35.260 89.880 89.640 #  CL1
14 5 2 0.00 35.600 91.240 91.700 #  CL2
15 5 3 0.00 35.350 88.590 88.020 #  CL3
16 6 1 0.00 40.460 90.090 90.360 #  CL1
17 6 2 0.00 40.780 88.730 88.330 #  CL2
18 6 3 0.00 40.620 91.310 91.980 #  CL3
19 7 1 0.00 45.650 89.880 89.650 #  CL1
20 7 2 0.00 45.980 91.240 91.700 #  CL2
21 7 3 0.00 45.740 88.590 88.020 #  CL3
22 8 1 0.00 50.850 90.090 90.360 #  CL1
23 8 2 0.00 51.170 88.730 88.330 #  CL2
24 8 3 0.00 51.010 91.310 91.980 #  CL3
25 9 1 0.00 56.040 89.880 89.650 #  CL1
26 9 2 0.00 56.370 91.240 91.700 #  CL2
27 9 3 0.00 56.130 88.590 88.020 #  CL3
28 10 1 0.00 61.230 90.090 90.360 #  CL1
29 10 2 0.00 61.560 88.730 88.330 #  CL2
30 10 3 0.00 61.400 91.310 91.980 #  CL3
31 11 1 0.00 66.420 89.880 89.650 #  CL1
32 11 2 0.00 66.760 91.240 91.700 #  CL2
33 11 3 0.00 66.520 88.590 88.020 #  CL3
34 12 1 0.00 71.620 90.090 90.360 #  CL1
35 12 2 0.00 71.940 88.730 88.330 #  CL2
36 12 3 0.00 71.790 91.310 91.970 #  CL3
37 13 1 0.00 76.810 89.880 89.640 #  CL1
38 13 2 0.00 77.150 91.240 91.700 #  CL2
39 13 3 0.00 76.900 88.590 88.020 #  CL3
40 14 1 0.00 82.010 90.090 90.360 #  CL1
41 14 2 0.00 82.330 88.730 88.330 #  CL2
42 14 3 0.00 82.180 91.310 91.980 #  CL3
43 15 1 0.00 87.200 89.880 89.640 #  CL1
44 15 2 0.00 87.540 91.240 91.700 #  CL2
45 15 3 0.00 87.290 88.590 88.020 #  CL3
46 16 1 0.00 92.400 90.090 90.360 #  CL1
47 16 2 0.00 92.720 88.730 88.330 #  CL2
48 16 3 0.00 92.570 91.310 91.980 #  CL3
49 17 1 0.00 97.590 89.880 89.640 #  CL1
50 17 2 0.00 97.930 91.240 91.700 #  CL2
51 17 3 0.00 97.680 88.590 88.020 #  CL3
52 18 1 0.00 102.790 90.090 90.360 #  CL1
53 18 2 0.00 103.110 88.730 88.330 #  CL2
54 18 3 0.00 102.950 91.310 91.980 #  CL3
55 19 1 0.00 107.980 89.880 89.640 #  CL1
56 19 2 0.00 108.310 91.240 91.700 #  CL2
57 19 3 0.00 108.070 88.590 88.020 #  CL3
58 20 1 0.00 113.180 90.090 90.360 #  CL1
59 20 2 0.00 113.500 88.730 88.330 #  CL2
60 20 3 0.00 113.340 91.310 91.980 #  CL3
61 21 1 0.00 118.370 89.880 89.650 #  CL1
62 21 2 0.00 118.700 91.240 91.700 #  CL2
63 21 3 0.00 118.460 88.590 88.020 #  CL3
64 22 1 0.00 123.560 90.090 90.360 #  CL1
65 22 2 0.00 123.890 88.730 88.330 #  CL2
66 22 3 0.00 123.730 91.310 91.980 #  CL3
67 23 1 0.00 128.750 89.880 89.650 #  CL1
68 23 2 0.00 129.090 91.240 91.700 #  CL2
69 23 3 0.00 128.850 88.590 88.020 #  CL3
70 24 1 0.00 133.950 90.090 90.360 #  CL1
71 24 2 0.00 134.270 88.730 88.330 #  CL2
72 24 3 0.00 134.120 91.310 91.970 #  CL3
73 25 1 0.00 139.140 89.880 89.640 #  CL1
74 25 2 0.00 139.480 91.240 91.700 #  CL2
75 25 3 0.00 139.240 88.590 88.020 #  CL3
76 26 1 0.00 144.340 90.090 90.360 #  CL1
77 26 2 0.00 144.660 88.730 88.330 #  CL2
78 26 3 0.00 144.510 91.310 91.980 #  CL3
79 27 1 0.00 149.530 89.880 89.640 #  CL1
80 27 2 0.00 149.870 91.240 91.700 #  CL2
81 27 3 0.00 149.620 88.590 88.020 #  CL3
82 28 1 0.00 154.730 90.090 90.360 #  CL1
83 28 2 0.00 155.050 88.730 88.330 #  CL2
84 28 3 0.00 154.900 91.310 91.980 #  CL3
85 29 1 0.00 159.920 89.880 89.640 #  CL1
86 29 2 0.00 160.260 91.240 91.700 #  CL2
87 29 3 0.00 160.010 88.590 88.020 #  CL3
88 30 1 0.00 165.120 90.090 90.360 #  CL1
89 30 2 0.00 165.440 88.730 88.330 #  CL2
90 30 3 0.00 165.280 91.310 91.970 #  CL3
